country,Left Score,Right Score,Score,Pref
US,29,30,67,Right
US,24,28,70,Right
US,39,24,51,Left
US,46,18,38,Left
US,38,35,63,None
IN,39,28,55,Left
US,42,27,51,Left
US,24,38,80,Right
CA,38,35,63,None
US,38,25,53,Left
CA,39,26,53,Left
SE,15,42,93,Right
CA,27,32,71,Right
US,33,30,63,None
US,31,34,69,Right
AM,39,36,63,None
MM,34,30,62,None
US,40,23,49,Left
NO,42,26,50,Left
US,27,39,78,Right
US,38,23,51,Left
AU,46,29,49,Left
US,34,24,56,None
US,30,35,71,Right
JM,35,26,57,None
AU,38,28,56,None
CA,44,35,57,None
ZA,39,15,42,Left
IN,37,38,67,Right
MY,38,34,62,None
IN,33,33,66,Right
AU,37,31,60,None
IN,38,29,57,None
MK,33,30,63,None
US,40,31,57,None
RO,30,34,70,Right
US,22,37,81,Right
TH,37,30,59,None
PL,34,26,58,None
PK,39,31,58,None
US,27,33,72,Right
RO,28,35,73,Right
US,40,27,53,Left
DE,45,28,49,Left
US,28,38,76,Right
GB,24,34,76,Right
US,23,34,77,Right
GB,31,32,67,Right
US,36,30,60,None
GB,29,29,66,Right
BA,35,32,63,None
US,26,38,78,Right
DK,43,32,55,Left
CA,30,36,72,Right
US,43,30,53,Left
HR,42,24,48,Left
US,32,28,62,None
US,16,38,88,Right
US,49,39,56,None
US,31,29,64,None
BR,39,35,62,None
US,33,23,56,None
US,46,27,47,Left
US,34,41,73,Right
US,44,31,53,Left
US,26,32,72,Right
HK,39,31,58,None
US,33,26,59,None
US,37,32,61,None
CA,42,26,50,Left
US,45,29,50,Left
IN,43,26,49,Left
VN,53,35,48,Left
US,18,31,79,Right
US,33,31,64,None
FR,40,29,55,Left
US,29,29,66,Right
IN,43,23,46,Left
RO,31,29,64,None
US,30,34,70,Right
US,36,29,59,None
US,40,25,51,Left
US,40,31,57,None
US,31,29,64,None
US,47,24,43,Left
HR,29,30,67,Right
ZA,36,24,54,Left
ID,34,39,71,Right
US,43,25,48,Left
SE,41,30,55,Left
US,35,26,57,None
NO,21,22,67,Right
US,30,38,74,Right
US,23,32,75,Right
US,34,25,57,None
US,26,33,73,Right
ZA,43,29,52,Left
CA,23,35,78,Right
US,28,31,69,Right
US,23,39,82,Right
US,48,33,51,Left
US,55,15,26,Left
IN,29,37,74,Right
US,47,19,38,Left
EG,31,28,63,None
US,39,27,54,Left
US,43,24,47,Left
US,30,26,62,None
US,33,19,52,Left
PL,39,31,58,None
GB,23,25,68,Right
US,34,38,70,Right
US,20,40,86,Right
US,48,30,48,Left
US,39,33,60,None
IE,28,31,69,Right
US,44,27,49,Left
ID,26,23,63,None
ID,11,9,64,None
PH,40,21,47,Left
US,28,30,68,Right
GR,30,22,58,None
AU,44,25,47,Left
GB,50,26,42,Left
US,33,31,64,None
US,43,26,49,Left
US,31,23,58,None
US,32,36,70,Right
CA,38,32,60,None
US,48,22,40,Left
US,26,36,76,Right
US,40,30,56,None
US,29,40,77,Right
US,28,32,70,Right
US,34,37,69,Right
US,52,31,45,Left
US,29,22,59,None
SG,29,30,67,Right
ID,43,30,53,Left
IN,46,29,49,Left
ZA,34,33,65,Right
PH,32,26,60,None
RS,29,36,73,Right
IN,35,29,60,None
CA,32,27,61,None
US,39,32,59,None
PK,49,24,41,Left
KE,29,28,65,Right
HR,35,35,66,Right
US,29,32,69,Right
SG,37,33,62,None
IN,22,33,77,Right
US,47,33,52,Left
US,33,29,62,None
ES,19,27,74,Right
IN,39,29,56,None
NG,27,39,78,Right
US,27,29,68,Right
GB,22,32,76,Right
CA,31,30,65,Right
ID,42,35,59,None
US,34,29,61,None
MX,37,21,50,Left
SI,42,23,47,Left
US,36,28,58,None
US,43,25,48,Left
RO,26,34,74,Right
US,35,30,61,None
CA,42,33,57,None
AE,18,28,76,Right
IT,26,33,73,Right
RO,22,40,84,Right
US,20,35,81,Right
PH,24,32,74,Right
US,50,38,54,Left
SA,15,41,92,Right
SG,26,39,79,Right
US,38,24,52,Left
US,39,39,66,Right
US,31,25,60,None
NZ,49,25,42,Left
US,25,35,76,Right
US,33,34,67,Right
BR,23,35,78,Right
US,38,20,48,Left
PH,31,29,64,None
US,33,30,63,None
PH,35,34,65,Right
US,29,36,73,Right
IN,37,28,57,None
RO,30,31,67,Right
US,44,29,51,Left
IN,38,29,57,None
US,40,36,62,None
GB,27,23,62,None
US,32,34,68,Right
CA,36,29,59,None
US,20,35,81,Right
US,35,35,66,Right
US,46,26,46,Left
US,33,26,59,None
SE,33,34,67,Right
CA,31,39,74,Right
ZA,32,25,59,None
US,32,26,60,None
US,43,27,50,Left
US,38,31,59,None
US,34,27,59,None
GB,32,34,68,Right
GB,16,36,86,Right
IN,35,35,66,Right
CA,27,39,78,Right
US,39,30,57,None
GB,25,31,72,Right
US,30,34,70,Right
US,28,39,77,Right
US,41,20,45,Left
US,32,32,66,Right
US,25,31,72,Right
US,22,18,62,None
US,32,32,66,Right
US,33,29,62,None
US,35,26,57,None
US,37,39,68,Right
PH,55,45,56,None
AU,30,34,70,Right
US,28,30,68,Right
US,23,32,75,Right
AU,31,27,62,None
US,26,32,72,Right
PH,31,23,58,None
US,31,41,76,Right
MX,36,28,58,None
EG,33,36,69,Right
MY,29,32,69,Right
CA,32,35,69,Right
US,37,26,55,Left
ID,26,29,69,Right
ID,31,32,67,Right
DE,21,34,79,Right
GR,0,0,66,Right
US,36,39,69,Right
US,26,32,72,Right
NL,39,25,52,Left
GB,23,38,81,Right
MY,36,36,66,Right
TW,29,32,69,Right
GB,47,25,44,Left
US,25,31,72,Right
AE,30,41,77,Right
US,11,45,100,Right
US,30,27,63,None
US,33,33,66,Right
GB,25,29,70,Right
US,27,37,76,Right
US,33,30,63,None
US,23,33,76,Right
US,34,35,67,Right
US,28,36,74,Right
US,32,34,68,Right
US,27,34,73,Right
AU,30,43,79,Right
US,29,28,65,Right
US,36,29,59,None
EG,38,27,55,Left
US,40,33,59,None
US,49,28,45,Left
NZ,31,24,59,None
US,33,28,61,None
IE,35,26,57,None
BN,30,29,65,Right
ZA,33,23,56,None
CA,40,22,48,Left
US,22,32,76,Right
GB,27,36,75,Right
GB,29,36,73,Right
US,47,27,46,Left
US,17,43,92,Right
DE,30,32,68,Right
GB,32,27,61,None
DE,31,39,74,Right
QA,25,30,71,Right
IN,37,28,57,None
US,37,29,58,None
FI,24,32,74,Right
TR,26,41,81,Right
IL,36,31,61,None
US,41,38,63,None
US,32,34,68,Right
US,40,20,46,Left
US,27,34,73,Right
CA,44,20,42,Left
US,12,31,85,Right
MK,48,21,39,Left
US,30,25,61,None
GB,28,28,66,Right
US,28,36,74,Right
NO,46,26,46,Left
US,28,32,70,Right
US,33,32,65,Right
US,30,32,68,Right
US,50,31,47,Left
EG,35,27,58,None
US,44,36,58,None
US,38,26,54,Left
US,45,19,40,Left
AU,47,28,47,Left
IN,39,38,65,Right
US,22,30,74,Right
US,40,39,65,Right
US,23,29,72,Right
IT,30,29,65,Right
MY,44,24,46,Left
KW,23,32,75,Right
CA,43,23,46,Left
US,39,35,62,None
IE,38,23,51,Left
US,46,16,36,Left
US,26,35,75,Right
NL,28,29,67,Right
US,37,30,59,None
US,41,27,52,Left
CA,34,30,62,None
GB,40,28,54,Left
GB,30,25,61,None
US,38,22,50,Left
US,22,20,64,None
US,43,26,49,Left
US,33,37,70,Right
US,32,36,70,Right
US,38,27,55,Left
US,25,34,75,Right
US,29,29,66,Right
US,27,24,63,None
US,28,23,61,None
IN,36,28,58,None
ID,23,36,79,Right
MY,32,34,68,Right
US,42,30,54,Left
CA,23,32,75,Right
US,29,32,69,Right
GB,27,24,63,None
AU,34,29,61,None
DE,35,34,65,Right
ID,21,41,86,Right
US,25,31,72,Right
MA,35,36,67,Right
SG,36,40,70,Right
DE,35,30,61,None
ZM,41,24,49,Left
US,49,23,40,Left
IT,48,25,43,Left
US,38,28,56,None
CO,23,31,74,Right
BR,36,32,62,None
ZA,30,34,70,Right
CA,32,28,62,None
IE,22,34,78,Right
NL,39,32,59,None
US,32,26,60,None
CA,34,32,64,None
NL,28,30,68,Right
GB,28,33,71,Right
US,22,25,69,Right
FI,37,34,63,None
US,35,25,56,None
TR,40,26,52,Left
GB,37,29,58,None
QA,42,28,52,Left
NO,29,31,68,Right
US,21,36,81,Right
CA,32,26,60,None
US,42,30,54,Left
US,31,40,75,Right
US,40,35,61,None
SE,42,20,44,Left
US,31,26,61,None
CA,35,29,60,None
US,21,29,74,Right
NZ,29,28,65,Right
US,35,34,65,Right
US,17,39,88,Right
CA,44,26,48,Left
US,19,42,89,Right
US,35,30,61,None
US,32,33,67,Right
US,44,32,54,Left
PH,28,34,72,Right
AU,40,20,46,Left
US,49,22,39,Left
IN,37,34,63,None
GB,33,31,64,None
GB,37,35,64,None
GB,38,30,58,None
GB,40,26,52,Left
GB,40,28,54,Left
GB,33,35,68,Right
GB,37,33,62,None
US,36,19,49,Left
NL,34,28,60,None
CA,29,28,65,Right
PK,41,35,60,None
PK,37,26,55,Left
US,31,25,60,None
US,27,30,69,Right
US,35,29,60,None
PH,37,28,57,None
GB,30,36,72,Right
US,42,21,45,Left
US,40,33,59,None
US,30,29,65,Right
AP,37,35,64,None
ZA,33,38,71,Right
ZA,40,28,54,Left
US,34,21,53,Left
US,36,25,55,Left
US,25,27,68,Right
US,21,33,78,Right
US,31,31,66,Right
PL,24,35,77,Right
US,38,18,46,Left
FI,32,34,68,Right
RS,39,21,48,Left
US,30,29,65,Right
NZ,32,30,64,None
US,36,31,61,None
CA,34,24,56,None
PR,35,25,56,None
CA,32,28,62,None
CA,41,28,53,Left
US,33,30,63,None
AU,42,27,51,Left
US,44,23,45,Left
US,21,38,83,Right
MY,37,28,57,None
US,21,40,85,Right
US,52,23,37,Left
US,33,27,60,None
US,39,21,48,Left
CO,41,26,51,Left
MT,29,31,68,Right
US,20,36,82,Right
US,34,30,62,None
US,33,32,65,Right
US,42,24,48,Left
US,36,24,54,Left
ZA,47,11,30,Left
ZA,50,27,43,Left
AU,44,26,48,Left
JP,26,39,79,Right
IN,27,35,74,Right
US,49,25,42,Left
IN,38,29,57,None
PK,25,21,62,None
AU,31,37,72,Right
MY,24,27,69,Right
IN,44,19,41,Left
RU,30,26,62,None
GB,40,32,58,None
MY,40,34,60,None
US,38,35,63,None
US,29,29,66,Right
US,11,9,64,None
US,29,40,77,Right
US,32,26,60,None
CL,37,30,59,None
US,30,36,72,Right
MY,31,26,61,None
US,25,34,75,Right
FR,21,29,74,Right
US,39,26,53,Left
US,29,42,79,Right
US,33,30,63,None
US,24,30,72,Right
US,32,36,70,Right
US,50,23,39,Left
US,32,26,60,None
US,27,30,69,Right
US,30,27,63,None
US,23,31,74,Right
US,44,26,48,Left
US,39,25,52,Left
US,36,28,58,None
US,32,26,60,None
US,42,26,50,Left
US,26,30,70,Right
BY,40,32,58,None
US,53,24,37,Left
US,33,30,63,None
US,26,45,85,Right
US,35,29,60,None
US,34,29,61,None
US,26,27,67,Right
GB,24,36,78,Right
US,27,26,65,Right
IE,27,27,66,Right
US,34,31,63,None
US,28,33,71,Right
US,26,32,72,Right
US,27,31,70,Right
CA,44,29,51,Left
US,36,38,68,Right
US,34,35,67,Right
US,32,34,68,Right
US,25,40,81,Right
CA,31,38,73,Right
US,21,30,75,Right
PH,25,28,69,Right
MY,33,26,59,None
US,43,17,40,Left
US,15,43,94,Right
US,24,34,76,Right
NZ,28,40,78,Right
US,33,26,59,None
US,31,30,65,Right
US,35,28,59,None
US,32,31,65,Right
US,22,42,86,Right
US,46,30,50,Left
US,26,41,81,Right
AU,37,22,51,Left
US,29,40,77,Right
NZ,25,32,73,Right
PH,36,26,56,None
DE,26,39,79,Right
KW,40,35,61,None
PH,43,27,50,Left
NZ,18,38,86,Right
NZ,39,26,53,Left
ZA,41,29,54,Left
ZA,32,32,66,Right
US,28,34,72,Right
ZA,32,26,60,None
US,27,30,69,Right
GT,33,27,60,None
MY,36,25,55,Left
US,44,17,39,Left
HR,41,26,51,Left
ID,30,31,67,Right
US,48,26,44,Left
GB,32,29,63,None
NA,34,30,62,None
US,29,34,71,Right
ZA,44,29,51,Left
CA,16,39,89,Right
MX,47,31,50,Left
IE,42,31,55,Left
IN,27,41,80,Right
US,31,29,64,None
US,39,25,52,Left
US,19,35,82,Right
IR,48,28,46,Left
GB,45,31,52,Left
PH,46,20,40,Left
US,17,38,87,Right
CA,36,29,59,None
PH,26,30,70,Right
US,36,29,59,None
US,49,33,50,Left
CA,31,27,62,None
US,27,35,74,Right
US,27,25,64,None
SE,50,21,37,Left
GB,28,28,66,Right
US,32,29,63,None
US,29,27,64,None
US,47,36,55,Left
PL,34,29,61,None
US,34,25,57,None
US,22,37,81,Right
US,24,23,65,Right
US,42,31,55,Left
US,19,37,84,Right
US,32,32,66,Right
US,49,30,47,Left
US,46,26,46,Left
US,26,23,63,None
US,32,17,51,Left
US,44,20,42,Left
AT,33,27,60,None
KE,43,29,52,Left
AT,43,17,40,Left
AT,23,37,80,Right
US,35,29,60,None
US,48,29,47,Left
US,32,31,65,Right
GB,37,28,57,None
US,24,40,82,Right
ZA,33,32,65,Right
US,41,20,45,Left
US,34,26,58,None
RS,22,29,73,Right
US,23,29,72,Right
FR,31,29,64,None
IN,18,41,89,Right
IN,32,22,56,None
DE,30,34,70,Right
IN,39,33,60,None
MY,28,33,71,Right
GB,34,38,70,Right
AU,25,29,70,Right
ZA,33,30,63,None
US,33,32,65,Right
GB,41,28,53,Left
US,28,35,73,Right
GR,27,35,74,Right
US,43,35,58,None
US,23,38,81,Right
US,48,31,49,Left
US,28,35,73,Right
US,41,26,51,Left
US,31,35,70,Right
US,37,32,61,None
ES,39,30,57,None
GR,34,24,56,None
GR,27,32,71,Right
US,45,31,52,Left
AE,35,21,52,Left
GB,31,30,65,Right
US,40,34,60,None
US,45,29,50,Left
US,51,37,52,Left
US,42,32,56,None
BR,23,28,71,Right
US,29,35,72,Right
US,40,34,60,None
GB,28,32,70,Right
US,32,29,63,None
US,38,25,53,Left
US,29,29,66,Right
CA,41,27,52,Left
US,31,31,66,Right
VN,22,33,77,Right
PR,51,25,40,Left
US,31,36,71,Right
US,30,25,61,None
US,29,34,71,Right
US,41,27,52,Left
AU,37,24,53,Left
US,30,32,68,Right
CA,24,35,77,Right
CA,34,33,65,Right
US,39,29,56,None
US,41,37,62,None
US,35,37,68,Right
US,36,31,61,None
GB,30,32,68,Right
IN,32,37,71,Right
BR,45,34,55,Left
KE,39,34,61,None
SG,23,32,75,Right
NZ,36,26,56,None
AU,23,39,82,Right
US,32,31,65,Right
AU,30,32,68,Right
PH,29,36,73,Right
QA,51,19,34,Left
AU,50,21,37,Left
RO,35,34,65,Right
US,39,26,53,Left
AU,38,31,59,None
PH,28,34,72,Right
US,22,34,78,Right
IN,41,31,56,None
A2,45,27,48,Left
PK,30,40,76,Right
US,40,26,52,Left
ID,37,29,58,None
US,49,33,50,Left
HK,24,32,74,Right
US,15,40,91,Right
US,31,35,70,Right
US,36,25,55,Left
NL,38,28,56,None
US,43,16,39,Left
US,36,29,59,None
US,49,20,37,Left
US,23,38,81,Right
US,33,29,62,None
PK,40,37,63,None
GB,35,24,55,Left
FR,41,36,61,None
GB,34,36,68,Right
US,38,34,62,None
US,37,30,59,None
US,34,38,70,Right
AL,36,32,62,None
NL,30,30,66,Right
MY,37,32,61,None
US,49,35,52,Left
CA,48,26,44,Left
US,37,30,59,None
US,39,32,59,None
US,38,30,58,None
US,43,35,58,None
US,39,25,52,Left
CA,38,26,54,Left
US,34,23,55,Left
US,35,31,62,None
US,32,32,66,Right
US,50,22,38,Left
CA,36,31,61,None
US,34,25,57,None
SE,43,28,51,Left
IN,36,30,60,None
ZA,37,27,56,None
US,34,25,57,None
AU,32,28,62,None
CA,34,21,53,Left
EE,36,32,62,None
AU,32,29,63,None
US,18,38,86,Right
CY,36,27,57,None
CA,30,33,69,Right
GB,32,33,67,Right
GB,28,34,72,Right
GB,30,33,69,Right
BG,44,28,50,Left
IN,21,34,79,Right
EE,27,29,68,Right
TR,25,28,69,Right
GR,37,31,60,None
NO,38,26,54,Left
EE,28,31,69,Right
CA,37,33,62,None
GB,25,33,74,Right
US,42,31,55,Left
AU,47,29,48,Left
US,39,29,56,None
TH,35,31,62,None
RO,44,27,49,Left
US,25,32,73,Right
US,29,22,59,None
AR,34,36,68,Right
US,34,38,70,Right
US,21,35,80,Right
US,39,22,49,Left
BA,34,32,64,None
US,27,32,71,Right
US,49,26,43,Left
AT,31,26,61,None
US,20,38,84,Right
GH,21,38,83,Right
CA,33,32,65,Right
CA,27,38,77,Right
US,36,23,53,Left
US,44,26,48,Left
US,41,33,58,None
GB,41,32,57,None
US,31,32,67,Right
PL,30,23,59,None
TR,47,38,57,None
PL,43,38,61,None
SK,43,32,55,Left
CA,38,29,57,None
DE,33,30,63,None
US,32,29,63,None
MX,38,36,64,None
PH,44,30,52,Left
US,38,43,71,Right
US,41,31,56,None
CA,31,39,74,Right
US,35,20,51,Left
US,43,26,49,Left
US,44,41,63,None
US,32,33,67,Right
AU,37,23,52,Left
US,37,22,51,Left
US,33,29,62,None
US,19,33,80,Right
AU,44,27,49,Left
US,23,38,81,Right
US,34,25,57,None
US,39,33,60,None
AU,18,36,84,Right
US,13,38,91,Right
MY,28,28,66,Right
US,23,36,79,Right
AU,35,30,61,None
US,29,35,72,Right
AU,48,29,47,Left
GB,29,28,65,Right
AU,28,34,72,Right
PH,36,27,57,None
US,37,29,58,None
HU,15,37,88,Right
AU,18,39,87,Right
PL,31,25,60,None
US,30,35,71,Right
US,16,39,89,Right
MY,41,25,50,Left
HK,26,35,75,Right
MY,35,38,69,Right
HR,31,31,66,Right
US,29,35,72,Right
US,44,23,45,Left
US,28,35,73,Right
US,29,32,69,Right
US,45,34,55,Left
IN,37,35,64,None
EE,19,36,83,Right
PL,37,31,60,None
CA,43,27,50,Left
US,34,29,61,None
US,41,24,49,Left
US,32,32,66,Right
AL,43,23,46,Left
GB,18,35,83,Right
CA,49,30,47,Left
US,26,37,77,Right
US,27,32,71,Right
US,45,29,50,Left
CA,27,32,71,Right
ID,35,26,57,None
US,43,24,47,Left
NZ,37,25,54,Left
US,38,32,60,None
HR,35,38,69,Right
AU,32,25,59,None
GB,38,26,54,Left
IN,45,22,43,Left
GB,29,28,65,Right
NG,37,30,59,None
US,14,30,82,Right
DE,46,22,42,Left
NZ,32,32,66,Right
US,38,27,55,Left
ZA,45,25,46,Left
IE,33,25,58,None
BB,41,23,48,Left
MY,35,32,63,None
IN,32,40,74,Right
US,38,31,59,None
US,38,30,58,None
IN,28,44,82,Right
US,20,40,86,Right
US,37,29,58,None
CA,31,27,62,None
AM,43,31,54,Left
US,42,34,58,None
US,45,34,55,Left
GB,26,38,78,Right
US,32,23,57,None
PL,29,32,69,Right
US,24,44,86,Right
US,49,22,39,Left
US,35,26,57,None
US,50,24,40,Left
US,40,13,39,Left
US,47,33,52,Left
US,38,19,47,Left
US,34,32,64,None
US,38,23,51,Left
CA,38,28,56,None
US,23,29,72,Right
US,30,34,70,Right
IN,38,30,58,None
NZ,18,38,86,Right
US,35,24,55,Left
AE,27,39,78,Right
US,33,26,59,None
JP,30,25,61,None
RO,33,27,60,None
LK,46,29,49,Left
PH,38,35,63,None
IT,40,28,54,Left
PH,36,31,61,None
RO,45,27,48,Left
PH,35,27,58,None
PY,32,34,68,Right
SY,38,36,64,None
US,30,23,59,None
US,45,26,47,Left
US,51,32,47,Left
US,33,22,55,Left
US,40,25,51,Left
US,46,29,49,Left
US,32,23,57,None
US,39,23,50,Left
US,33,33,66,Right
IN,47,26,45,Left
US,40,30,56,None
IR,29,32,69,Right
CA,34,29,61,None
ID,38,38,66,Right
CA,45,22,43,Left
IT,26,37,77,Right
CA,45,33,54,Left
US,25,31,72,Right
US,19,43,90,Right
US,47,29,48,Left
US,40,16,42,Left
CA,43,21,44,Left
US,29,36,73,Right
IN,43,30,53,Left
IN,32,35,69,Right
US,23,34,77,Right
US,34,31,63,None
SK,33,33,66,Right
AT,35,30,61,None
GB,38,33,61,None
NZ,31,27,62,None
HK,25,36,77,Right
GB,43,23,46,Left
CA,38,30,58,None
US,26,23,63,None
US,37,24,53,Left
IN,28,34,72,Right
US,38,34,62,None
AU,43,22,45,Left
HU,29,38,75,Right
US,25,31,72,Right
VN,42,31,55,Left
IN,39,29,56,None
ID,29,28,65,Right
US,42,26,50,Left
PL,43,38,61,None
US,23,30,73,Right
US,29,35,72,Right
PH,31,31,66,Right
GB,34,35,67,Right
US,28,38,76,Right
US,35,27,58,None
SG,44,27,49,Left
US,38,29,57,None
PH,30,39,75,Right
AU,38,44,72,Right
US,21,32,77,Right
CA,43,34,57,None
AU,37,35,64,None
IN,23,35,78,Right
AU,35,33,64,None
RO,36,30,60,None
PH,31,23,58,None
GR,39,25,52,Left
US,43,25,48,Left
GB,32,25,59,None
AU,39,23,50,Left
US,22,37,81,Right
US,43,31,54,Left
US,26,30,70,Right
DE,42,28,52,Left
US,35,33,64,None
GB,42,28,52,Left
CA,24,28,70,Right
ZA,38,24,52,Left
AU,14,41,93,Right
AU,27,30,69,Right
BR,33,22,55,Left
US,36,23,53,Left
US,50,26,42,Left
US,40,26,52,Left
US,31,31,66,Right
CA,29,24,61,None
US,33,38,71,Right
US,27,29,68,Right
AU,34,27,59,None
AU,39,29,56,None
IN,33,34,67,Right
PG,40,27,53,Left
PT,24,31,73,Right
PL,44,33,55,Left
US,25,33,74,Right
GB,31,29,64,None
GB,28,34,72,Right
SG,32,27,61,None
GB,27,37,76,Right
IN,37,33,62,None
GB,37,29,58,None
IN,32,24,58,None
US,36,38,68,Right
US,25,31,72,Right
GB,32,32,66,Right
US,38,27,55,Left
US,48,25,43,Left
US,18,28,76,Right
US,43,29,52,Left
IN,42,25,49,Left
US,31,24,59,None
US,36,23,53,Left
GB,43,12,35,Left
US,36,23,53,Left
US,42,31,55,Left
US,18,42,90,Right
US,29,34,71,Right
US,31,32,67,Right
US,38,31,59,None
ID,38,33,61,None
US,39,30,57,None
US,32,32,66,Right
RO,28,36,74,Right
US,40,35,61,None
IN,38,22,50,Left
ZW,36,28,58,None
US,29,24,61,None
MY,24,27,69,Right
NZ,44,29,51,Left
PL,33,26,59,None
US,44,22,44,Left
MY,35,37,68,Right
ID,23,36,79,Right
MY,36,27,57,None
US,20,33,79,Right
PH,35,32,63,None
US,39,28,55,Left
US,40,28,54,Left
US,34,24,56,None
IE,41,26,51,Left
MY,32,31,65,Right
IN,24,28,70,Right
IN,29,29,66,Right
IN,42,22,46,Left
IN,35,26,57,None
IN,23,31,74,Right
US,33,31,64,None
GB,45,40,61,None
IN,22,32,76,Right
BR,47,34,53,Left
RO,27,38,77,Right
US,34,29,61,None
US,48,24,42,Left
US,39,26,53,Left
US,24,32,74,Right
FR,28,30,68,Right
US,51,35,50,Left
US,29,38,75,Right
US,23,32,75,Right
US,25,36,77,Right
AU,17,35,84,Right
TT,34,38,70,Right
JM,34,37,69,Right
IN,38,26,54,Left
A2,51,13,28,Left
US,33,35,68,Right
CO,28,33,71,Right
AU,33,28,61,None
US,24,30,72,Right
CA,42,20,44,Left
IN,27,29,68,Right
US,29,39,76,Right
PH,43,41,64,None
IN,36,22,52,Left
AU,42,33,57,None
US,38,33,61,None
ID,41,32,57,None
AU,41,30,55,Left
IN,43,27,50,Left
PH,49,29,46,Left
IN,36,33,63,None
GB,36,29,59,None
FI,32,23,57,None
IN,34,27,59,None
US,38,30,58,None
IN,38,26,54,Left
IE,27,33,72,Right
MY,37,30,59,None
IN,38,26,54,Left
PK,29,31,68,Right
US,24,28,70,Right
US,40,33,59,None
IN,44,24,46,Left
DE,34,28,60,None
PK,33,40,73,Right
PH,36,38,68,Right
MX,28,28,66,Right
CH,35,27,58,None
US,29,34,71,Right
NG,54,18,30,Left
US,47,19,38,Left
US,22,31,75,Right
GB,31,31,66,Right
RO,39,30,57,None
MK,38,27,55,Left
US,29,41,78,Right
GB,37,29,58,None
RO,35,25,56,None
US,22,33,77,Right
US,35,28,59,None
US,41,25,50,Left
US,33,33,66,Right
US,26,30,70,Right
US,39,27,54,Left
US,31,36,71,Right
AU,34,24,56,None
PH,37,33,62,None
GB,44,23,45,Left
US,41,22,47,Left
AU,31,24,59,None
US,36,30,60,None
US,48,28,46,Left
US,45,21,42,Left
CA,17,36,85,Right
BR,27,23,62,None
ID,25,36,77,Right
US,46,29,49,Left
US,33,29,62,None
AU,28,35,73,Right
US,35,31,62,None
US,30,29,65,Right
JO,31,27,62,None
IN,25,31,72,Right
IN,39,35,62,None
US,31,25,60,None
US,37,27,56,None
PH,37,33,62,None
US,28,33,71,Right
GR,37,36,65,Right
IN,34,31,63,None
PH,38,31,59,None
US,37,24,53,Left
IN,47,31,50,Left
US,41,26,51,Left
AP,19,35,82,Right
AP,36,21,51,Left
US,33,31,64,None
IN,29,31,68,Right
GB,43,31,54,Left
GB,27,36,75,Right
AU,39,31,58,None
AU,29,33,70,Right
BE,50,28,44,Left
AU,28,26,64,None
ID,33,32,65,Right
SI,28,31,69,Right
US,28,27,65,Right
GB,41,29,54,Left
GB,33,24,57,None
FI,21,27,72,Right
AE,33,36,69,Right
BN,33,25,58,None
PT,39,37,64,None
US,37,37,66,Right
IT,26,33,73,Right
US,47,29,48,Left
PH,38,27,55,Left
US,36,30,60,None
GB,32,35,69,Right
GB,27,32,71,Right
US,23,29,72,Right
US,49,23,40,Left
TZ,43,28,51,Left
GB,23,33,76,Right
GB,43,25,48,Left
ZA,29,32,69,Right
GB,31,25,60,None
US,33,32,65,Right
US,35,32,63,None
US,24,34,76,Right
US,25,32,73,Right
US,41,28,53,Left
US,32,29,63,None
US,38,34,62,None
HR,46,28,48,Left
US,16,40,90,Right
US,33,27,60,None
IN,35,33,64,None
GB,32,37,71,Right
US,23,38,81,Right
US,27,31,70,Right
CA,24,30,72,Right
US,29,32,69,Right
ID,37,33,62,None
AU,25,33,74,Right
US,33,37,70,Right
US,32,33,67,Right
AU,20,37,83,Right
CA,26,35,75,Right
US,42,31,55,Left
US,37,38,67,Right
US,43,31,54,Left
NL,31,22,57,None
PH,44,30,52,Left
IN,27,31,70,Right
US,25,41,82,Right
NZ,38,34,62,None
US,43,31,54,Left
IR,38,22,50,Left
US,34,30,62,None
IE,23,35,78,Right
IR,35,27,58,None
AU,39,35,62,None
US,37,31,60,None
PH,45,32,53,Left
RO,39,27,54,Left
US,25,36,77,Right
NZ,41,30,55,Left
PH,34,33,65,Right
DE,35,25,56,None
US,50,33,49,Left
US,24,31,73,Right
ID,34,21,53,Left
ID,41,28,53,Left
